component_name,price,currency,store,url,scraped_at
"Memorie RAM 32 GB Kingston ValueRam KVR32N22D8/ 32 DIMM, DDR4, 3200 MHz",6749.00,MDL,darwin.md,https://darwin.md/memorie-ram-32-gb-ddr4-3200-mhz-kingston-valueram-kvr32n22d832.html,2026-06-12 22:02:15
"Memorie RAM 32 GB Transcend JM3200HLE-32G DIMM, DDR4, 3200 MHz",6749.00,MDL,darwin.md,https://darwin.md/32gb-ddr4-3200mhz-transcend-sdram.html,2026-06-12 22:02:15
"Memorie RAM 32 GB Transcend JM3200HSE-32G SO-DIMM, DDR4, 3200 MHz",6599.00,MDL,darwin.md,https://darwin.md/32gb-ddr4-3200mhz-transcend-so-dimm.html,2026-06-12 22:02:15
"Memorie RAM 32 GB Transcend JM4800ALE-32G DIMM, DDR5, 4800 MHz",9649.00,MDL,darwin.md,https://darwin.md/memorie-ram-32-gb-transcend-jm4800ale-32g.html,2026-06-12 22:02:15
"Memorie RAM 4 GB Apacer AS04GGB24CEYBGH SO-DIMM, DDR4, 2666 MHz",999.00,MDL,darwin.md,https://darwin.md/4gb-ddr4-2666mhz-sodimm-apacer.html,2026-06-12 22:02:15
"Memorie RAM 4 GB Apacer AU04GGB24CEYBGH DIMM, DDR4, 2666 MHz",1029.00,MDL,darwin.md,https://darwin.md/4gb-ddr4-2666mhz-apacer.html,2026-06-12 22:02:15
"Memorie RAM 4 GB Apacer PC12800 DIMM, DDR3, 1600 MHz",659.00,MDL,darwin.md,https://darwin.md/4gb-ddr3-1600mhz-apacer-pc12800.html,2026-06-12 22:02:15
"Memorie RAM 4 GB Apacer PC3-12800 SO-DIMM, DDR3, 1600 MHz",659.00,MDL,darwin.md,https://darwin.md/4gb-ddr3-1600mhz-apacer-sodimm.html,2026-06-12 22:02:15
"Memorie RAM 4 GB Patriot Signature Line PSD34G1600L81S SO-DIMM, DDR3, 1600 MHz",299.00,MDL,darwin.md,https://darwin.md/memorie-ram-patriot-signature-line-psd34g1600l81s-so-dimm-ddr3-4-gb.html,2026-06-12 22:02:15
"Memorie RAM 4 GB Transcend JM3200HSB-4GB SO-DIMM, DDR4, 3200 MHz",1029.00,MDL,darwin.md,https://darwin.md/memorie-ram-4-gb-transcend-jm3200hsb-4gb.html,2026-06-12 22:02:15
"Memorie RAM 64 GB Kingston FURY Beast KF432C16BBK2/ 64 DIMM, DDR4, 3200 MHz",13599.00,MDL,darwin.md,https://darwin.md/memorie-ram-64-gb-ddr4-3200-mhz-kingston-fury-beast-kf432c16bbk264.html,2026-06-12 22:02:15
"Memorie RAM 64 GB Kingston FURY Beast RGB KF432C16BB2AK2/64 DIMM, DDR4, 3200 MHz",13799.00,MDL,darwin.md,https://darwin.md/memorie-ram-64-gb-ddr4-3200-mhz-kingston-fury-beast-rgb-kf432c16bbak264.html,2026-06-12 22:02:15
"Memorie RAM 64 GB Kingston FURY Renegade KF432C16RB2K2/64 DIMM, DDR4, 3200 MHz",13749.00,MDL,darwin.md,https://darwin.md/memorie-ram-64-gb-ddr4-3200-mhz-kingston-fury-renegade-kf432c16rbk264.html,2026-06-12 22:02:15
"Memorie RAM 64 GB Kingston FURY Renegade RGB SDRAM KF436C18RB2AK2/64 DIMM, DDR4, 3600 MHz",15499.00,MDL,darwin.md,https://darwin.md/memorie-ram-kingston-fury-renegade-rgb-sdram-kf436c18rb2ak2-64-ddr4-64-gb.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Apacer 78C1GN0AF1CB DIMM, DDR3, 1600 MHz",1179.00,MDL,darwin.md,https://darwin.md/memorie-ram-8-gb-ddr3-1600-mhz-apacer-78c1gn0af1cb.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Apacer AS08GFA60CATBGC SO-DIMM, DDR3, 1600 MHz",1189.00,MDL,darwin.md,https://darwin.md/8gb-ddr3-1600mhz-apacer-pc12800.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Apacer AU08GGB24CETBGH DIMM, DDR4, 2666 MHz",1909.00,MDL,darwin.md,https://darwin.md/8gb-ddr4-2666mhz-apacer.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Apacer ES08G21GSH SO-DIMM, DDR4, 3200 MHz",1929.00,MDL,darwin.md,https://darwin.md/memorie-ram-8-gb-ddr4-3200-mhz-apacer-es08g21gsh.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Kingston FURY Beast KF436C17BB/ 8 DIMM, DDR4, 3600 MHz",2199.00,MDL,darwin.md,https://darwin.md/memorie-ram-8-gb-ddr4-3600-mhz-kingston-fury-beast-kf436c17bb-8.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Kingston FURY Beast KF556C40BB-8 DIMM, DDR5, 5600 MHz",2939.00,MDL,darwin.md,https://darwin.md/memorie-ram-8-gb-ddr5-5600-mhz-kingston-fury-beast-kf556c40bb-8.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Kingston FURY Beast SO-DIMM KF548S38IB-8 SO-DIMM, DDR5, 4800 MHz",2919.00,MDL,darwin.md,https://darwin.md/memorie-ram-8-gb-kingston-fury-beast-so-dimm-kf548s38ib-8.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Kingston FURY IMPACT KF432S20IB/ 8 SO-DIMM, DDR4, 3200 MHz",2019.00,MDL,darwin.md,https://darwin.md/memorie-ram-8-gb-ddr4-3200-mhz-kingston-fury-impact-kf432s20ib8.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Kingston ValueRam DIMM, DDR4, 3200 MHz",1989.00,MDL,darwin.md,https://darwin.md/8gb-ddr4-3200mhz-kingston-valueram-sdram-sdram.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Transcend JM3200HLB-8G DIMM, DDR4, 3200 MHz",1989.00,MDL,darwin.md,https://darwin.md/8gb-ddr4-3200mhz-transcend-sdram-sdram.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Transcend JetRam JM3200HSG-8G , DDR4, 3200 MHz",1989.00,MDL,darwin.md,https://darwin.md/transcend-8gb-ddr4-3200mhz-so-dimm.html,2026-06-12 22:02:15
"Memorie RAM 8 GB Transcend TS1GSK64W6H SO-DIMM, DDR3, 1600 MHz",1329.00,MDL,darwin.md,https://darwin.md/memorie-ram-8-gb-transcend-ts1gsk64w6h.html,2026-06-12 22:02:15
"Memorie RAM 96 GB Kingston FURY Renegade SDRAM KF560C32RSAK2-96 DIMM, DDR5, 6000 MHz",31389.00,MDL,darwin.md,https://darwin.md/memorie-ram-kingston-fury-renegade-sdram-kf560c32rsak2-96-dimm-ddr5-96-gb.html,2026-06-12 22:02:15
"Memorie RAM 96 GB Kingston FURY Renegade SDRAM KF560C32RSK2-96 DIMM, DDR5, 6000 MHz",31189.00,MDL,darwin.md,https://darwin.md/memorie-ram-kingston-fury-renegade-sdram-kf560c32rsk2-96-dimm-ddr5-96-gb.html,2026-06-12 22:02:15
"Memorie RAM 96 GB Kingston FURY Renegade SDRAM KF564C32RSAK2-96 , DDR5, 6400 MHz",33189.00,MDL,darwin.md,https://darwin.md/memorie-ram-kingston-fury-renegade-sdram-kf564c32rsak2-96-ddr5-96-gb.html,2026-06-12 22:02:15
"Memorie RAM 96 GB Kingston FURY Renegade SDRAM KF564C32RSK2-96 DIMM, DDR5, 6400 MHz",32989.00,MDL,darwin.md,https://darwin.md/memorie-ram-kingston-fury-renegade-sdram-kf564c32rsk2-96-dimm-ddr5-96-gb.html,2026-06-12 22:02:15
"Memorie RAM Apacer, AU04GFA60CATBGC",589.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/apacer-au04gfa60catbgc-4-gb,2026-06-12 22:02:15
"Memorie RAM Apacer, AU04GFA60CATBGJ",599.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/memorie-ram-apacer-au04gfa60catbgj-4-gb-1-x-4-gb-ddr3-1600-mhz-dimm,2026-06-12 22:02:15
"Memorie RAM Apacer, DV.04G2K.KAM",639.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/apacer-dv-04g2k-kam,2026-06-12 22:02:15
"Memorie RAM GOODRAM, GR1600D3V64L11S/4G",659.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/goodram-gr1600d3v64l11s4g,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast RGB, KF560C30BBEAK2-32",9949.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-kf560c30bbeak2-32,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast RGB, KF560C36BBEAK2-64",18839.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-rgb-kf560c36bbeak2-64,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast, KF432C16BB1K2/32",6129.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-kf432c16bb1k232,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast, KF436C17BBK2/16",4029.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-kf436c17bbk216,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast, KF556C36BBEK2-32",9299.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-expo-kf556c36bbek2-32,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast, KF560C30BBE-16",4959.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-kf560c30bbe-16,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast, KF560C30BBE-8",2849.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-kf560c30bbe-8,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast, KF560C30BBEAK2-16",5879.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-kf560c30bbeak2-16,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast, KF560C30BBEK2-32",9629.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-kf560c30bbek2-32,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Beast, KF560C30BBEK2-64",19189.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-beast-kf560c30bbek2-64,2026-06-12 22:02:15
"Memorie RAM Kingston FURY Impact, KF556S40IB-32",9289.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-fury-impact-kf556s40ib-32,2026-06-12 22:02:15
"Memorie RAM Kingston ValueRAM, KVR16LN11/4WP",669.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-valueram-kvr16ln114wp,2026-06-12 22:02:15
"Memorie RAM Kingston ValueRAM, KVR16N11S8/4WP",689.00,MDL,xstore.md,https://xstore.md/componente-pc/memorii-ram/kingston-valueram-kvr16n11s84wp,2026-06-12 22:02:15
Placa de baza Asus PRIME B550-PLUS,2739.00,MDL,darwin.md,https://darwin.md/asus-prime-b550-plus.html,2026-06-12 22:02:15
Placa video Asus GT1030-2G-BRK 2GB,2829.00,MDL,darwin.md,https://darwin.md/asus-gt1030-2g-brk-2gb-silent.html,2026-06-12 22:02:15
Placă de bază ASRock A520M PRO4,1659.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/asrock-a520m-pro4,2026-06-12 22:02:15
Placă de bază ASRock A520M-HDV,1149.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/asrock-a520m-hdv,2026-06-12 22:02:15
Placă de bază ASRock A520M-HDV mATX,1229.00,MDL,darwin.md,https://darwin.md/asrock-a520m-hdv-matx.html,2026-06-12 22:02:15
Placă de bază ASRock A520M-HVS,1109.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/asrock-a520m-hvs,2026-06-12 22:02:15
Placă de bază ASRock A520M-HVS mATX,1189.00,MDL,darwin.md,https://darwin.md/asrock-a520m-hvs-matx.html,2026-06-12 22:02:15
Placă de bază ASRock A620AM PRO RS,2299.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/asrock-a620am-pro-rs,2026-06-12 22:02:15
Placă de bază ASRock B550 PHANTOM GAMING 4 mATX,2089.00,MDL,darwin.md,https://darwin.md/asrock-b550m-phantom-gaming-4-matx.html,2026-06-12 22:02:15
Placă de bază ASRock B550 PRO4 ATX,2359.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-b550-pro4-atx.html,2026-06-12 22:02:15
Placă de bază ASRock B650 PG LIGHTNING,3129.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/asrock-b650-pg-lightning,2026-06-12 22:02:15
Placă de bază ASRock B650 PG LIGHTNING AT ATX,3389.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-b650-pg-lightning-at-atx.html,2026-06-12 22:02:15
Placă de bază ASRock B650M-H/ M.2+ micro ATX,2179.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-b650m-h-m2-micro-atx-amd-b650m.html,2026-06-12 22:02:15
Placă de bază ASRock B760 PRO RS ATX,2829.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-b760-pro-rs-atx.html,2026-06-12 22:02:15
Placă de bază ASRock B760M-H2/ M.2 mATX,2089.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-b760m-h2-m2-matx-amd-b760m-h2.html,2026-06-12 22:02:15
Placă de bază ASRock B760M-HDV/ M.2 mATX,2039.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-b760m-hdv-m2-matx-intel-b760.html,2026-06-12 22:02:15
Placă de bază ASRock B850 Pro-A ATX,3589.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-b850-pro-a-atx-amd-b850.html,2026-06-12 22:02:15
Placă de bază ASRock B860 LiveMixer WiFi ATX,4849.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-b860-livemixer-wifi-atx-intel-b860.html,2026-06-12 22:02:15
Placă de bază ASRock H610M-HDV/ M.2 R2.0 micro ATX,1459.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-h610m-hdv-m2-r20-micro-atx-intel-h610m.html,2026-06-12 22:02:15
Placă de bază ASRock H610M-HDV/ M.2+ D5 micro ATX,1609.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-h610m-hdv-m2-d5-micro-atx-intel-h610m.html,2026-06-12 22:02:15
Placă de bază ASRock H610M-HVS/ M.2 R2.0 mATX,1409.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-h610m-hvs-m2-r20-matx.html,2026-06-12 22:02:15
Placă de bază ASRock X870 STEEL LEGEND WIFI ATX,6349.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-x870-steel-legend-wifi-atx-amd-x870.html,2026-06-12 22:02:15
Placă de bază ASRock Z790 PG LIGHTNING ATX,3879.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-z790-pg-lightning-atx.html,2026-06-12 22:02:15
Placă de bază ASRock Z890 LIGHTNING WIFI ATX,6699.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-z890-lightning-wifi-atx-intel-z890.html,2026-06-12 22:02:15
Placă de bază ASRock Z890 PRO RS ATX,5599.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asrock-z890-pro-rs-atx-intel-z890.html,2026-06-12 22:02:15
Placă de bază ASUS PRIME A520M-K,1209.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/asus-prime-a520m-k,2026-06-12 22:02:15
Placă de bază ASUS PRIME B550-PLUS,2559.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/asus-prime-b550-plus,2026-06-12 22:02:15
Placă de bază ASUS ROG STRIX B850-A GAMING WIFI,6489.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/asus-rog-strix-b850-a-gaming-wifi,2026-06-12 22:02:15
Placă de bază Asus PRIME A520M-K mATX,1249.00,MDL,darwin.md,https://darwin.md/mb-am4-asus-prime-a520m-k-matx.html,2026-06-12 22:02:15
Placă de bază Asus PRIME B550M-A mATX,2449.00,MDL,darwin.md,https://darwin.md/asus-prime-b550m-a-matx.html,2026-06-12 22:02:15
Placă de bază Asus PRIME B760-PLUS ATX,3589.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-prime-b760-plus-atx.html,2026-06-12 22:02:15
Placă de bază Asus PRIME B760M-K mATX,2089.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-prime-b760m-k-d4-matx-intel-b760.html,2026-06-12 22:02:15
Placă de bază Asus PRIME H610M-R D4-SI mATX,1499.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-prime-h610m-r-d4-si-matx.html,2026-06-12 22:02:15
Placă de bază Asus PRIME H610M-R-SI mATX,1719.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-prime-h610m-r-si-matx-intel-h610m.html,2026-06-12 22:02:15
Placă de bază Asus PRIME X870-P ATX,5949.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-prime-x870-p-atx-amd-x870-p.html,2026-06-12 22:02:15
Placă de bază Asus PRIME Z790-P ATX,3799.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-prime-z790-p-atx-ddr5.html,2026-06-12 22:02:15
Placă de bază Asus ProArt B650-CREATOR ATX,6449.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-proart-b650-creator-atx-amd-b650.html,2026-06-12 22:02:15
Placă de bază Asus ProArt B760-CREATOR WIFI ATX,5399.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-proart-b760-creator-wifi-atx-intel-b760.html,2026-06-12 22:02:15
Placă de bază Asus ROG STRIX B760-A GAMING ATX,5699.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-rog-strix-b760-a-gaming-atx-intel-b760.html,2026-06-12 22:02:15
Placă de bază Asus ROG STRIX X870-F GAMING WIFI mATX,10999.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-rog-strix-x870-f-gaming-wifi-matx-amd-x870-f.html,2026-06-12 22:02:15
Placă de bază Asus ROG STRIX X870E-E GAMING WIFI ATX,13149.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-rog-strix-x870e-e-gaming-wifi-atx-amd-x870e-e.html,2026-06-12 22:02:15
Placă de bază Asus ROG STRIX Z890-E GAMING WIFI ATX,11549.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-rog-strix-z890-e-gaming-wifi-atx-intel-z890-e.html,2026-06-12 22:02:15
Placă de bază Asus ROG STRIX Z890-F GAMING WIFI ATX,10749.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-rog-strix-z890-f-gaming-wifi-atx-intel-z890-f.html,2026-06-12 22:02:15
Placă de bază Asus TUF GAMING B760-PLUS WIFI ATX,4749.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-tuf-gaming-b760-plus-wifi-atx-intel-b760.html,2026-06-12 22:02:15
Placă de bază Asus TUF GAMING B850-PLUS WIFI ATX,5949.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-tuf-gaming-b850-plus-wifi-atx-amd-b850-plus.html,2026-06-12 22:02:15
Placă de bază Asus TUF GAMING Z790-PLUS ATX,6599.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-tuf-gaming-z790-plus-atx-intel-z790.html,2026-06-12 22:02:15
Placă de bază Asus TUF GAMING Z890-PLUS WIFI ATX,7549.00,MDL,darwin.md,https://darwin.md/placa-de-baza-asus-tuf-gaming-z890-plus-wifi-atx-intel-z890-plus.html,2026-06-12 22:02:15
Placă de bază BIOSTAR A520MHP,1069.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/biostar-a520mhp,2026-06-12 22:02:15
Placă de bază BIOSTAR A68N-2100K,1159.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/biostar-a68n-2100k,2026-06-12 22:02:15
Placă de bază GIGABYTE A520M K V2,1209.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/gigabyte-a520m-k-v2,2026-06-12 22:02:15
Placă de bază GIGABYTE B650M D3HP,2559.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/gigabyte-b650m-d3hp,2026-06-12 22:02:15
Placă de bază GIGABYTE B760M AORUS ELITE WIFI6E GEN5,3499.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/gigabyte-b760m-aorus-elite-wifi6e-gen5,2026-06-12 22:02:15
Placă de bază GIGABYTE B760M DS3H DDR4,2249.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/gigabyte-b760m-ds3h-ddr4,2026-06-12 22:02:15
Placă de bază GIGABYTE Z790 AORUS ELITE AX,5269.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-de-baza/gigabyte-z790-aorus-elite-ax,2026-06-12 22:02:15
Placă de bază Gigabyte A520M DS3H V2 micro ATX,1519.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-a520m-ds3h-v2-micro-atx-amd-a520m.html,2026-06-12 22:02:15
Placă de bază Gigabyte A520M K V2 mATX,1249.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-a520m-k-v2-matx-amd-a520.html,2026-06-12 22:02:15
Placă de bază Gigabyte B650M D3HP micro ATX,2739.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-b650m-d3hp-micro-atx-amd-b650m.html,2026-06-12 22:02:15
Placă de bază Gigabyte B650M S2H micro ATX,2399.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-b650m-s2h-micro-atx-amd-b650m.html,2026-06-12 22:02:15
Placă de bază Gigabyte B760 DS3H ATX,2739.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-b760-ds3h-atx.html,2026-06-12 22:02:15
Placă de bază Gigabyte B850 GAMING WIFI6 ATX,4099.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-b850-gaming-wifi6-atx-amd-b850.html,2026-06-12 22:02:15
Placă de bază Gigabyte H610M H V2 mATX,1699.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-h610m-h-v2-matx.html,2026-06-12 22:02:15
Placă de bază Gigabyte H610M H V3 mATX,1499.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-h610m-h-v3-matx-intel-h610m.html,2026-06-12 22:02:15
Placă de bază Gigabyte H610M S2H V2 mATX,1749.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-h610m-s2h-v2-matx-intel-h610m.html,2026-06-12 22:02:15
Placă de bază Gigabyte H610M S2H V3 mATX,1609.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-h610m-s2h-v3-matx-intel-h610m.html,2026-06-12 22:02:15
Placă de bază Gigabyte X870 GAMING WF6 ATX,5299.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-x870-gaming-wf6-atx-amd-x870.html,2026-06-12 22:02:15
Placă de bază Gigabyte X870 GAMING X WIFI7 ATX,6599.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-x870-gaming-x-wifi7-atx-amd-x870.html,2026-06-12 22:02:15
Placă de bază Gigabyte X870E A ELITE WIFI7 ATX,7399.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-x870e-a-elite-wifi7-atx-amd-x870e.html,2026-06-12 22:02:15
Placă de bază Gigabyte Z790 AORUS ELITE AX ATX,5599.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-z790-aorus-elite-ax-atx.html,2026-06-12 22:02:15
Placă de bază Gigabyte Z890 GAMING X WIFI7 ATX,6049.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-z890-gaming-x-wifi7-atx-intel-z890.html,2026-06-12 22:02:15
Placă de bază Gigabyte Z890 UD WIFI6E ATX,5199.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-z890-ud-wifi6e-atx-intel-z890.html,2026-06-12 22:02:15
Placă de bază Gigabyte Z890M GAMING X micro ATX,4849.00,MDL,darwin.md,https://darwin.md/placa-de-baza-gigabyte-z890m-gaming-x-micro-atx-intel-z890m.html,2026-06-12 22:02:15
Placă de bază MSI B860 TOMAHAWK WIFI ATX,5019.00,MDL,darwin.md,https://darwin.md/placa-de-baza-msi-b860-tomahawk-wifi-atx-intel-b860.html,2026-06-12 22:02:15
Placă de bază MSI PRO B760M-P mATX,2729.00,MDL,darwin.md,https://darwin.md/placa-de-baza-msi-pro-b760m-p-matx-intel-b760m-p.html,2026-06-12 22:02:15
Placă de bază MSI Z890 GAMING PLUS WIFI ATX,5879.00,MDL,darwin.md,https://darwin.md/placa-de-baza-msi-z890-gaming-plus-wifi-atx-intel-z890.html,2026-06-12 22:02:15
Placă video ASUS Dual GeForce RTX 3050 V2 OC Edition,6479.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-video/asus-rtx-3050-dual-oc,2026-06-12 22:02:15
Placă video ASUS Dual GeForce RTX 5050 OC Edition,7359.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-video/asus-dual-geforce-rtx-5050-oc-edition,2026-06-12 22:02:15
Placă video ASUS Dual GeForce RTX 5060 OC Edition,8689.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-video/asus-dual-geforce-rtx-5060-oc-edition,2026-06-12 22:02:15
Placă video ASUS Dual GeForce RTX 5060 Ti OC Edition,10489.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-video/asus-dual-geforce-rtx-5060-ti-oc-edition,2026-06-12 22:02:15
Placă video ASUS GT710 EVO Silent Low Profile,1489.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-video/asus-gt710-evo-silent-low-profile,2026-06-12 22:02:15
Placă video ASUS ROG Astral GeForce RTX 5080 OC Edition,36899.00,MDL,xstore.md,https://xstore.md/componente-pc/placi-video/asus-rog-astral-geforce-rtx-5080-oc-edition,2026-06-12 22:02:15
Placă video Asus GeForce RTX 3050 DUAL OC V2 8 GB,7399.00,MDL,darwin.md,https://darwin.md/placa-video-asus-geforce-rtx-3050-dual-oc-v2-dual-rtx3050-o8g-v2-8-gb.html,2026-06-12 22:02:15
Placă video Asus GeForce RTX 3050 Dual OC 6 GB,6149.00,MDL,darwin.md,https://darwin.md/placa-video-asus-geforce-rtx-3050-dual-oc-dual-rtx3050-o6g-6-gb.html,2026-06-12 22:02:15
Placă video Asus GeForce RTX 5050 Dual OC Edition 8 GB PCI Express x16 5.0,8299.00,MDL,darwin.md,https://darwin.md/placa-video-asus-geforce-rtx-5050-dual-oc-edition-dual-rtx5050-o8g-8-gb.html,2026-06-12 22:02:15
Placă video Asus GeForce RTX 5060 Dual OC Edition 8 GB PCI Express x16 5.0,9649.00,MDL,darwin.md,https://darwin.md/placa-video-asus-geforce-rtx-5060-dual-oc-edition-dual-rtx5060-o8g-8-gb.html,2026-06-12 22:02:15
Placă video Asus GeForce RTX 5060 Prime OC Edition 8 GB PCI Express x16 5.0,10249.00,MDL,darwin.md,https://darwin.md/placa-video-asus-geforce-rtx-5060-prime-oc-edition-prime-rtx5060-o8g-8-gb.html,2026-06-12 22:02:15
Placă video Asus GeForce RTX 5060 Ti Prime OC Edition 16 GB PCI Express x16 5.0,16799.00,MDL,darwin.md,https://darwin.md/placa-video-asus-geforce-rtx-5060-ti-prime-oc-edition-prime-rtx5060ti-o16g-16-gb.html,2026-06-12 22:02:15
Placă video Asus GeForce RTX 5060 Ti Prime OC Edition 8 GB PCI Express x16 5.0,11499.00,MDL,darwin.md,https://darwin.md/placa-video-asus-geforce-rtx-5060-ti-prime-oc-edition-prime-rtx5060ti-o8g-8-gb.html,2026-06-12 22:02:15
